Region,Rainfall_mm,Temperature_C,Soil_Moisture_pct,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation_pct,Crop_Area_ha,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_hours,Humidity_pct,Altitude_m,Wind_kmh,Groundwater_m,Crop_Diversity_Index,Mechanization_Score,Yield_Variance,Avg_Yield_ton_per_ha
26,421.0,21.334615199867663,39.9428138887648,6.275882324339154,47.60232186037595,38.19550503776274,49.51321297500284,,1233.0,116.2696484483326,11.297897255797754,,59.87211965098143,,,11.665552184186536,0.7035143271922734,76.30523813338829,1.856213551592568,3.7357262341496713
27,-652.0,35.572582307468764,33.23083399220431,7.16745669082532,59.18847625989689,35.147632288167785,38.45039411573901,48.77898888173081,2273.0,121.36967104906644,12.842495502380432,6.010704596727376,54.7637828997041,-196.0,14.34886264509697,22.90127055854482,0.4113434210912238,46.715156043313854,0.9553314489544052,2.712430085016872
28,1147.0,27.908472528079315,32.13166046435164,6.739269920791124,67.60883222285139,15.951674754480935,39.67716584283323,-5089.987578171452,1592.0,141.0888383691327,,7.901205832066951,74.16053685171875,246.0,14.994579846924385,18.649312195175646,0.8655111395354971,40.38665066760729,,2.7865146552248463
29,1256.0,32.82921822278091,48.57042838250703,5.639446529952877,,,31.53246114502065,85.75835689872775,1683.0,115.78659413329504,17.032623475443987,,61.78689168629073,281.0,13.197705630518051,26.80563451367937,0.7431166400482239,42.93265808483062,1.1864140923054904,49.96828885941554
30,874.0,29.46301698514777,43.29255683271568,7.08699939581057,64.52542150942956,16.130931747445583,27.349050114386724,63.26027165608355,1291.0,143.1891696828431,21.69487404950097,7.831265029992371,84.25508417304779,156.0,8.078862946044051,33.77582311871515,0.4170977249605944,48.93485751309476,1.2321825511402655,3.2577108244920803
31,1482.0,37.95385231847686,62.30450617312541,7.08722208394704,62.89978597160909,39.24203451348068,42.20295476066983,43.15941396372581,,129.4677045636366,,9.007742531898533,,141.0,,22.140207949921177,0.8094164496070589,41.33142197053828,,2.8736879846937926
32,910.0,,54.96669174893091,7.640395651147035,36.93372211901124,24.62173573379873,27.9503476477064,69.90937499692643,2401.0,89.0479791539058,17.883231472477775,9.03158473687266,81.86909682124264,-4900.0,17.056279614561227,21.654755753888345,,60.11374842572542,2.181175115685291,4.422534788915447
33,1099.0,32.13960922486918,43.30096390026904,6.6438186261886365,49.432697156505256,31.87288122353763,38.478236408699495,70.09131743165239,1609.0,92.50651507142707,21.2733532172131,7.825126520194115,82.31850194268318,298.0,13.294633790261598,26.364620004786502,0.6896105947855534,,2.064427581246256,
34,,33.57143878101502,37.46188889750881,6.029577117634184,34.676941421015655,23.38335921956708,,43.22503793432809,1760.0,114.96269803598167,11.260148790992409,10.522369636406438,-4954.993690216877,130.0,12.328417408772625,12.587437589839192,0.6333171849750936,47.21932032272531,1.804699930446121,3.964544187167384
35,589.0,20.8625597109694,36.35998813437248,5.602496793931962,57.2861264624654,38.47500433140881,549.9547733459201,88.6261247816831,1219.0,111.75115144712316,8.851096960586004,8.516141726930588,76.92884726352054,279.0,6.70907274691978,16.337654723125368,,70.00336299794648,,2.5678205005036263
36,1357.0,22.090891863389267,,6.455977029377583,67.99598672984304,41.595075799257074,32.17996859642076,67.20149826472878,2072.0,139.48354157098356,22.851774984789905,-8.323921029687504,,101.0,-6.259274922496758,32.974483137509964,0.8448568600621988,,,3.60052298754946
37,1086.0,32.28128164447229,42.17389842024336,6.194408410178254,35.48357832315026,26.95927482639192,43.72340260136963,67.98978610898821,2411.0,126.45897118378817,,109.98366026210462,81.70098908921392,566.0,10.09347268345293,26.74856533409416,0.6186806457813074,67.50420403975173,2.4536069550543567,2.9539281483398643
38,1357.0,27.87962974261725,62.58553239554842,7.250503103854914,59.35532523210165,40.88767180532968,39.222287923235726,66.00577072511973,1448.0,111.05064648017996,12.193703305647954,8.467501820363083,63.00497090540955,521.0,,10.336101099585406,0.4376720587865754,,1.7523273421981966,3.5792408311846344
39,962.0,33.09270583720233,70.53429639931332,,55.28952603471444,23.01225022368997,51.27055382758318,70.536588982231,1987.0,93.66082267603085,19.820422143614536,6.891991259642905,74.77214869349464,387.0,-4994.978726697991,15.115636813975495,0.8733193636074763,60.47311042650218,1.2317428771307777,4.342477500232785
40,1667.0,20.058320614882906,60.7040655592368,7.682863751524141,53.34420148032399,31.03982769226572,,53.21498763868775,2078.0,98.14696818603962,14.960614939664255,8.565347114317191,63.67869636655192,237.0,16.754341136651448,27.070931650722475,0.8602676156198138,77.35468159405279,,4.3067396302737855
41,-6772.0,28.72962702969189,72.97826158234729,7.713313466871904,45.60480938753357,40.76284289516112,25.111072204972505,54.36206739874204,1275.0,126.04008147752472,22.89733748856365,10.070083677599651,54.11203022851424,-204.0,14.8988644288859,29.10998006406436,0.7422163447907995,41.494065392632514,1.839300152317741,3.062662034102828
42,1554.0,25.576431311138315,49.619686076423726,6.928089757500729,44.205265910152505,24.77644027847371,29.87683617794245,65.56695448980663,2240.0,113.8751043919834,13.065656509258584,9.884301634491408,52.97400515778745,491.0,12.764721335264076,30.996489316851047,0.6339462640660125,60.01058029909848,1.688806796428579,4.082831351238918
43,1046.0,27.140004385633567,77.81110953244742,7.63591866013423,,43.62126795234258,35.485684035081945,80.33429273817899,969.0,121.19420070885376,8.201812893379108,-9.942908825542355,62.01724777025383,,7.51051296089977,17.304420084551122,0.4464297364717606,74.17691841310473,0.8130862650230117,4.823869851182831
44,420.0,30.07915744145025,36.65725020890485,7.24996499238334,38.716348330080535,18.656385053441507,34.47163389311466,42.49322882470894,2140.0,93.65419482417867,13.11114588953265,9.54011891998956,75.2197862805686,321.0,,33.275714906939065,0.7953740592887382,63.51896993481394,2.211111132732825,3.87700798977472
45,1240.0,,,6.75777717424279,30.60707529147308,15.548252091705187,48.74088757368658,70.1702106110123,973.0,133.03250018756526,17.82727583614214,7.271089145333441,69.20285940723068,430.0,10.62561047360315,23.82367233944731,0.4377389572120145,51.074820678606265,1.9970080021951389,2.4452303701479114
46,566.0,28.797212742256733,,5.91470825147239,53.25668422328082,-5044.60062834851,45.41681998416513,80.3389071253157,1269.0,148.20309926847736,14.390952381855984,10.310420429201155,72.54517159602173,204.0,6.603884036708672,,0.4343004924475728,,1.925109792452776,4.039125887837285
47,1697.0,27.72714963991216,77.14155707066308,6.554775270081832,,17.059459984436167,33.98668958844692,47.84586360186136,1144.0,100.63516054295204,17.092836847898838,10.467217326881324,,,12.40698343573619,-4989.967003275392,0.668691921219684,67.21062514914298,0.9169271180860202,2.314713159047934
48,787.0,26.179103541709864,70.4441730818164,6.79001126573402,64.92077576118865,44.75667587842475,38.7323145149864,40.75112709902832,1244.0,119.32113806654613,22.90216802019532,6.970763483092745,64.25741383830422,503.0,18.10997017419625,13.068501366865512,0.4800641200923201,75.63247577255211,1.4154949452932355,4.616331226379081
49,1000.0,33.4376396119649,33.82084297190257,,50.92572082788661,43.54190585937319,27.866773118750057,55.6356647570729,1841.0,158.04218632167215,23.512245921916264,6.6522781827569695,,226.0,18.30936502665994,34.07786648462199,0.4038651336701745,41.64265494986447,2.3901498432457364,3.549981487405821
50,715.0,18.24406144636089,43.96838569673582,,,19.11062730108962,,69.40718533647991,1893.0,106.6593392440582,249.9158822504478,10.87802484294556,77.70129663832483,364.0,,13.071889497353816,0.6115567154978931,42.861552875615054,2.2664017102803182,3.1554222089347386
51,413.0,29.96885402410454,76.51594424189119,7.5646517471593,46.43428367361986,31.127538770776976,,46.91415867023738,2161.0,127.6037075939009,15.85638804558831,10.34161981825184,84.59568648959498,299.0,,16.372048910279588,0.468608615805033,53.0020609443835,1.285422994378207,2.171019783949077
52,,29.310166946459475,42.65292164003922,7.051002651753978,52.423192360041945,,54.39410606142815,61.30611854862428,,87.21565601601955,17.33544825910467,10.466180736049733,61.27516250498684,351.0,9.072263262497875,30.340697005574505,0.4802577076403456,49.31118737749916,1.067000102968536,3.142351203776329
53,1176.0,32.323581494659045,,5.815097845023444,67.70636707866521,27.844655190903595,,67.6160748687139,1391.0,128.48120019835545,24.1349117671002,10.431881923121976,45.43854612526174,114.0,5.584585459526346,25.46492403752754,,50.59723544889624,1.563449527186581,4.709620003747368
54,1769.0,,,7.788457149447714,33.30936158494683,16.84275387779498,30.218826630886767,69.94415473786586,1326.0,87.17054186436943,24.97649442579453,8.708434120168642,51.79170558203789,325.0,17.716854055443115,30.953729134408924,0.502546876861805,48.850799945035234,1.4049116437350235,2.062948988858909
55,964.0,34.535976556181566,,6.712635119733999,40.157510876947846,21.717737633897684,26.385894496048863,53.72058605001875,,156.73883482590577,249.9158822504478,9.232008683329,,571.0,17.958001339823124,22.893404709351124,0.7577420898871947,47.83300195420631,1.9597848404001847,3.423944473345415
56,1297.0,37.18149589128056,49.31744549241577,6.4012740817408815,61.19953307642177,25.898183891966987,42.387901822380215,60.00148179931457,2092.0,137.25301216578492,20.35865781287886,8.726814260668208,69.48317272815437,452.0,13.94346619763525,19.42483088416587,0.8044636536088957,45.22495867477167,2.4429391771433435,
57,1763.0,24.850485143570868,52.50622162098799,7.015961658279911,33.949488275306635,,52.37815080649331,78.91696145337794,2454.0,143.0527830508565,14.42652805796432,6.2560317459516455,76.51458878342176,204.0,,33.046137488694626,0.6262668220146503,77.35816527180953,,3.184522999295063
58,491.0,22.54701966059974,41.34823471826821,5.75045462215639,699.0491289005541,44.3248877462668,30.320540849792287,87.06073470603428,1610.0,136.32834886173094,8.137839347065626,9.727515426763864,,-332.0,17.19680408932129,10.90630793786987,0.6532769079407088,45.76757855624612,0.9057810935088114,3.284527062386452
59,1790.0,26.47193724840966,,6.964038887532714,699.0491289005541,39.23596937051944,25.211287438724256,,987.0,127.17832288611726,8.15729288141034,8.526660166679402,75.54527662188536,592.0,16.794643290654196,31.403255508826145,0.4163275172971013,48.17615099062145,2.3259438141820548,3.73568016559736
60,,23.75859232951452,52.53098283648789,6.645942801148328,,37.12229832935839,49.16488138096733,68.21417508667159,1820.0,115.99302248684045,15.829622128558348,9.23854537395115,72.51936086094679,418.0,-4994.978726697991,15.77044462969454,0.4346581306856584,49.85062895923143,0.8645145414077804,
61,908.0,30.29900526305309,74.12297202280499,6.4353503609967415,53.40313768824812,31.111239442259222,27.30387052860202,60.514640147197326,2392.0,148.669870380885,16.301693521073688,8.513199024877677,57.91257990855373,-4900.0,13.291211713950553,31.2184081938492,0.5287838628247585,,2.4197020251606665,2.5058050737126574
62,1175.0,36.23704817685929,,7.691946048711468,39.051010032664,,37.411180957300914,56.64783071857092,1510.0,156.54685340344503,8.383684841748526,8.45905661161228,,318.0,19.51470639099213,13.47991533542214,0.6719492103565738,70.22856534404339,,2.055666617209581
63,434.0,,,77.98951013053917,65.8279185279749,25.179685069671333,45.36662011566355,46.2478283042009,,119.92289383232652,19.677766085163142,6.858945547388834,50.890952339933065,376.0,-19.94220246400008,24.505474092263512,,71.58797721262059,2.4008716543513136,3.829434973936105
64,605.0,20.01589206031773,52.16365437218092,,,36.266973383199485,32.1039275636854,45.32756236080565,1233.0,154.52280393242097,12.998057606114203,7.393568575705744,63.1025801374233,360.0,6.748169149979489,32.2026979752868,0.7025015306690165,44.19033038153992,1.1394214673032632,4.762419761023437
65,1504.0,,32.39154101970527,6.5556160025677865,57.988208243979045,44.81351926134517,27.5188769034018,74.41788124568288,1087.0,126.6666327990814,17.518182726111142,6.794263459719779,80.24789358222563,480.0,17.743156393311832,21.83849117247226,0.5960639274933941,73.45239500062686,0.869189651931473,2.319092399081497
66,1425.0,32.52191172124802,,7.614591030517147,54.67776109538008,24.438867268055965,48.10063685367486,52.98972080855802,2390.0,123.07073495171466,13.11562424381212,6.978331478126712,61.84765519301563,518.0,12.497333866228836,28.66416684508482,0.4591620365015691,56.32772327269672,1.629956963070036,2.6328581577582604
67,,29.85925810517643,67.31036287409194,5.905019584060367,64.53862921365854,35.22052604651902,43.90525254661125,52.73308432162234,1298.0,116.35861863642852,,10.864886902101524,78.58266825901688,440.0,10.813495074497482,30.11679044638896,,50.51292104849555,1.566059804769213,3.1106884574749207
68,965.0,20.04425328450399,62.95177671018404,5.992101188982945,38.922482461710274,40.32944592457147,54.65471453460414,89.90975272388928,2264.0,96.74302092240958,14.92195355618088,6.765567228860992,68.61013461038777,551.0,14.196084648240724,28.41235521791948,0.5818930257995285,63.03000334081242,,4.426226687063359
69,1529.0,36.375010445214926,70.10652790637937,5.529968005841293,64.92435371056911,42.47422750052017,35.32924099959878,49.39629789368977,,80.29757286544474,11.948647201438511,7.346352121526039,52.67506852409427,468.0,5.839483358930106,33.13324342186496,0.7680270072413948,72.88731623266935,2.428016006460786,2.807780949412933
70,,33.801692742481734,35.2683766976403,5.532637113610265,-5067.477114549246,36.53798072820305,26.85287158870599,47.40298797444148,,,17.09161660762586,8.952948288692925,68.24424978791586,531.0,12.5969167815062,21.17085576299821,0.656489420957171,71.14608604299637,2.198392344674435,
71,,18.46045209575275,31.77854335177742,7.407600742004579,-59.926433055507424,23.508237702514087,47.03050106005887,44.93426138799603,1629.0,120.7778537282852,11.38008501487016,,,435.0,18.0633585504,,0.7693310267809126,75.59989930324528,1.9246894363385083,2.164873623950199
72,-6772.0,31.02734421976492,55.42896447237892,7.183881995738799,52.45022712299696,24.7884645470684,,68.99026725833981,1237.0,110.3967961807802,16.64290160295866,6.769870648719145,60.94565340785536,578.0,8.201922742084532,11.195276592561994,0.8536447807262859,77.12528744061775,1.0768590957843072,4.822869863776805
73,561.0,33.42493337039476,49.37976157413848,6.316594429839504,39.849766438824005,15.622740963718924,31.396117941674053,71.39319130010507,1340.0,115.8788182402107,10.675434752770748,9.968587128926062,49.785217580642815,573.0,11.395848421541375,16.16149674093763,0.860514758026901,49.52488285710999,2.048349793971492,3.682241233621295
74,601.0,,53.09734683354779,7.106115661623417,46.94191663967585,37.82657933014529,,58.2613963128441,1845.0,158.45185756512396,19.406570061258343,9.926014339564125,61.6683465538892,289.0,19.09221331572313,13.579937597006053,0.6675533900003017,56.95431576677087,2.035921172989531,3.9763330354631137
75,1395.0,-4981.995249528482,79.5794204435137,6.408973630512931,,16.28218818185854,31.112664575498314,66.77066677557339,1632.0,108.0217896535462,20.81694063550421,7.186588521019456,47.91049504958509,471.0,,23.94871853586201,0.6557541823828195,40.5851415682028,1.5226158951472128,3.1030685676090592
76,669.0,19.546421309775745,78.53749788353352,7.691662630795003,31.27113937429298,40.93957063808237,32.819849644988096,79.41997654724562,1596.0,116.17463514880863,9.876701982248877,7.443331513377302,48.95076205595005,518.0,10.375514484985974,,,75.1728663706024,2.372136046513824,4.3459828565331815
77,1215.0,20.084939321036188,,-4994.498981602695,61.282030770550335,18.559818434236163,27.775856631001574,80.90520841608742,1359.0,90.68124410822556,15.952641004634769,-4993.989295403273,61.63666131730864,297.0,11.608049721850673,10.97334268223428,0.8678999157646456,46.182886058990704,1.0838623997893178,
78,1694.0,34.808792639608455,,6.40342568436149,39.60282961950266,20.156295364077728,36.98296837092563,87.89560378578241,2340.0,83.836618594959,9.20481891113285,10.12835722989739,57.21525927873855,452.0,12.791791497763343,,0.6289595835998105,799.6598267114634,1.2544738560998292,2.1467354758354613
79,855.0,36.21372396511426,47.74206801284452,7.464710384583997,,29.29579412496712,37.56787671812257,81.21339929614373,1561.0,,,,82.02177303448894,376.0,14.479870161972032,30.78923745912154,0.4637956196436886,53.17549287946385,0.9074813767260772,3.1865508293226714
80,1675.0,20.45621563691468,50.60654651313858,,34.628052727212086,37.13641245506227,40.43685371044895,68.24207183587133,2498.0,,12.494873064803972,6.411166107553003,60.02823221521082,435.0,,24.78624828607562,0.616352457313275,54.72534359924553,2.1522666289018986,4.561087141943118
81,1416.0,22.718120691901625,57.480802185946224,,,19.17006615597233,46.26892801371332,48.9828482918423,2326.0,1597.5924022500408,16.969615766258034,8.091320404512878,75.31432488288401,594.0,11.781533086464714,18.95213254733445,0.463526625119002,41.56529017935438,1.856990956362176,4.264780509913084
82,695.0,21.3104102073458,71.52672282024199,6.033691606472543,50.94345940885812,28.20213225199496,52.18302786041278,44.98817788514212,1266.0,,249.9158822504478,8.796509360384135,66.2099010546497,138.0,17.262214026352105,32.35570106850617,0.6512658421285376,53.07515159061278,,3.551467911466874
83,1119.0,21.726417589882413,33.43564162591339,6.553939695903518,38.73039490774918,29.485538232303146,29.13202296663426,42.72559449554296,1924.0,125.74630169461528,23.71402388529461,6.9370564399188845,73.16342674569341,261.0,13.005809920281209,11.75491528519284,0.6806377574281062,75.53454731205056,1.0784832281103365,3.7164132414960607
84,737.0,34.74981578004984,51.21484429424441,7.297102333413134,69.57727063118526,21.36856925005774,26.63044295045972,73.32629158926919,,100.29139794731005,17.334414783668286,8.241132910541122,55.40463932061597,,10.077207655519665,34.508051818195646,0.5688778807467927,,0.8682512090488587,2.389678478896266
85,1278.0,,,,52.97747023488823,18.466751300418952,25.55593700783,,1474.0,98.2449453520016,17.910974155211367,9.00512938744345,82.67619891353317,220.0,14.869262421791213,25.407294756361523,0.4358253071157423,56.25309892186901,1.0834674666640922,4.522044525852746
86,1476.0,24.228885280912824,55.73287932867558,,35.515410774240415,,29.308641342064487,65.43419753420395,1484.0,80.92208112423882,14.828103137994464,7.636883400576995,,,15.76583382115237,14.586606349221212,0.8717517678166196,41.25598519250965,1.5705838987740188,4.360879048892591
87,1191.0,22.547912417542253,74.94504120031178,,57.55050163245461,30.073969492882966,44.73848457344878,42.735708741682,1964.0,90.42725788552576,24.13435325410789,9.904724094752437,78.25296285140999,498.0,13.370734634442313,26.97672747442421,0.7866765567417149,54.8369370043626,1.2202008473180306,3.969411181660828
88,-616.0,30.157887875885173,69.1242462281969,,65.90974266038901,15.431437079524589,,66.7735287295669,937.0,104.74144891997562,21.212160460473363,10.202247908194028,,361.0,5.849224597020851,29.084531494589065,0.8194405402525605,46.90562563121165,1.2402697016343436,3.3985731089868154
89,1163.0,25.58611396771098,41.3921208771555,7.421438010936889,59.807179814784575,39.08943903927312,48.59517140584367,,1377.0,,12.851889935148307,7.618047347170354,49.00845396202098,549.0,7.548243127412373,20.73356958426936,0.5834341971431147,50.08873573073488,2.2884798233351145,4.893377804838537
90,587.0,32.88499303686578,78.79954247993962,7.304167973407861,33.057594441577905,44.42381416243754,32.31124635713028,69.88065954662302,1509.0,158.868675232875,22.351562958195945,10.193285772462286,71.94846590883395,315.0,9.279465813353422,31.540815156138684,0.7804155150097253,75.10393492645676,1.6757340448838711,4.637095915629413
91,-779.0,22.11159616751275,63.36751990232142,6.367066746430444,65.83536724770639,33.17778586242742,,80.47137442314074,1027.0,104.69061188191606,15.35073812314653,6.517882830515076,45.31038593349698,411.0,9.239384089272397,13.768310182411758,0.6426864475845971,,2.0397283543183047,3.933291480543856
92,892.0,33.755797774289846,,6.7695776948776585,61.75717543439859,30.11125161252212,,80.00763241958754,1080.0,90.42591573618624,22.087341440071096,10.18864549311328,64.01171906262033,,15.10131200370306,16.97093958944021,0.500541744203023,50.95191965607648,0.8607086133478433,
93,1464.0,30.07443063460278,42.77067423426098,7.350932180576298,,,,86.60645498903264,1483.0,95.92658502623662,21.98909716098953,6.763752158338083,52.71207610665837,191.0,5.2752299251044885,12.337309039599743,0.4622116884536066,63.57353511802191,1.4207777046526489,3.854066836044537
94,1580.0,,43.03566499599583,,32.071435549312675,43.57550369053796,43.33424569633738,78.51143828249366,1627.0,127.01625826731812,11.210793174968526,6.41463576254863,70.09502017741448,228.0,16.335226655742797,15.271946015183804,0.5725254346610285,45.684278393303295,1.6145878905722513,3.726322779591996
95,414.0,26.29009168407256,33.462715314293,7.358582349418409,52.29242301257234,37.63610747707381,54.51205101027273,77.38502570065448,1230.0,85.12348190918308,19.919399233520807,9.208877022205057,84.17679492551409,420.0,,15.968220297778624,0.4687760557375698,50.37566429683423,1.116908653857314,3.1827259635047493
96,464.0,35.27036281225914,77.99132590379645,5.909142685312754,36.241432453599074,28.36358789202864,35.82418934134007,51.70513324853203,1863.0,148.99473041129255,12.94093047821103,8.359686828776471,,127.0,9.650327693241536,32.94082977304275,0.8991344881020343,61.84991870411554,1.0043256204574158,2.920021915064228
